########## REPORT GEN: 2 ##########
SPECIES: 
Toca           		Mean: 323.97 		Best: 941.16 		N:3
Robinson       		Mean: 129.15 		Best: 930.07 		N:7
Ulrich         		Mean: 457.77 		Best: 928.5 		N:2
Priddy         		Mean: 130.13 		Best: 928.02 		N:7
Henley         		Mean: 112.83 		Best: 920.47 		N:8
Smith          		Mean: 226.93 		Best: 919.71 		N:4
Moffatt        		Mean: 112.61 		Best: 915.88 		N:8
Higginbotham   		Mean: 181.04 		Best: 914.58 		N:5
Berry          		Mean: 180.64 		Best: 901.52 		N:5
Green          		Mean: 128.91 		Best: 901.52 		N:7

########## REPORT GEN: 132 ##########
SPECIES: 
Lockridge      		Mean: 182.98 		Best: 948.91 		N:5
Taylor         		Mean: 184.7 		Best: 948.91 		N:5
Ulrich         		Mean: 130.63 		Best: 948.91 		N:7
Gaunt          		Mean: 181.75 		Best: 932.38 		N:5
Smith          		Mean: 113.32 		Best: 930.07 		N:8
Robinson       		Mean: 181.23 		Best: 930.07 		N:5
Smith          		Mean: 151.84 		Best: 928.02 		N:6
Green          		Mean: 129.52 		Best: 928.02 		N:7
Henley         		Mean: 180.91 		Best: 920.47 		N:5
Priddy         		Mean: 181.38 		Best: 919.71 		N:5
Moffatt        		Mean: 180.48 		Best: 915.88 		N:5
Higginbotham   		Mean: 113.23 		Best: 914.58 		N:8
Berry          		Mean: 112.96 		Best: 901.52 		N:8

########## REPORT GEN: 133 ##########
SPECIES: 
Taylor         		Mean: 76.52 		Best: 948.91 		N:12
Ulrich         		Mean: 152.91 		Best: 948.91 		N:6
Gaunt          		Mean: 113.28 		Best: 932.38 		N:8
Robinson       		Mean: 113.47 		Best: 930.07 		N:8
Lockridge      		Mean: 151.57 		Best: 928.5 		N:6
Green          		Mean: 113.61 		Best: 928.02 		N:8
Priddy         		Mean: 304.02 		Best: 928.02 		N:3
Henley         		Mean: 113.22 		Best: 920.47 		N:8
Moffatt        		Mean: 112.69 		Best: 915.88 		N:8
Higginbotham   		Mean: 181.59 		Best: 914.58 		N:5
Smith          		Mean: 90.24 		Best: 901.52 		N:10
Berry          		Mean: 180.71 		Best: 901.52 		N:5
Smith          		Mean: 179.9 		Best: 898.38 		N:5

########## REPORT GEN: 134 ##########
SPECIES: 
Taylor         		Mean: 82.53 		Best: 948.91 		N:11
Ulrich         		Mean: 130.83 		Best: 948.91 		N:7
Gaunt          		Mean: 151.29 		Best: 932.38 		N:6
Smith          		Mean: 129.81 		Best: 930.07 		N:7
Lockridge      		Mean: 227.03 		Best: 928.5 		N:4
Priddy         		Mean: 151.85 		Best: 928.02 		N:6
Smith          		Mean: 129.55 		Best: 928.02 		N:7
Henley         		Mean: 150.66 		Best: 920.47 		N:6
Moffatt        		Mean: 180.49 		Best: 915.88 		N:5
Higginbotham   		Mean: 100.4 		Best: 914.58 		N:9
Robinson       		Mean: 112.44 		Best: 901.52 		N:8
Green          		Mean: 225.59 		Best: 901.52 		N:4
Berry          		Mean: 100.41 		Best: 901.52 		N:9

########## REPORT GEN: 135 ##########
SPECIES: 
Ulrich         		Mean: 152.37 		Best: 948.91 		N:6
Lockridge      		Mean: 101.3 		Best: 948.91 		N:9
Gaunt          		Mean: 113.31 		Best: 932.38 		N:8
Smith          		Mean: 129.76 		Best: 930.07 		N:7
Priddy         		Mean: 227.47 		Best: 928.02 		N:4
Smith          		Mean: 100.65 		Best: 928.02 		N:9
Henley         		Mean: 113.17 		Best: 920.47 		N:8
Green          		Mean: 100.54 		Best: 919.71 		N:9
Moffatt        		Mean: 100.06 		Best: 915.88 		N:9
Higginbotham   		Mean: 181.03 		Best: 914.58 		N:5
Robinson       		Mean: 179.99 		Best: 901.52 		N:5
Berry          		Mean: 180.79 		Best: 901.52 		N:5
Taylor         		Mean: 224.89 		Best: 899.1 		N:4

########## REPORT GEN: 136 ##########
SPECIES: 
Lockridge      		Mean: 90.54 		Best: 948.91 		N:10
Taylor         		Mean: 183.42 		Best: 948.91 		N:5
Gaunt          		Mean: 183.08 		Best: 932.38 		N:5
Robinson       		Mean: 75.2 		Best: 930.07 		N:12
Priddy         		Mean: 100.66 		Best: 928.02 		N:9
Smith          		Mean: 227.54 		Best: 928.02 		N:4
Henley         		Mean: 180.99 		Best: 920.47 		N:5
Green          		Mean: 181.4 		Best: 919.71 		N:5
Moffatt        		Mean: 180.47 		Best: 915.88 		N:5
Higginbotham   		Mean: 100.76 		Best: 914.58 		N:9
Ulrich         		Mean: 180.65 		Best: 907.84 		N:5
Berry          		Mean: 100.44 		Best: 901.52 		N:9
Smith          		Mean: 299.71 		Best: 898.64 		N:3

########## REPORT GEN: 137 ##########
SPECIES: 
Taylor         		Mean: 83.62 		Best: 948.91 		N:11
Smith          		Mean: 129.9 		Best: 934.74 		N:7
Gaunt          		Mean: 113.3 		Best: 932.38 		N:8
Priddy         		Mean: 90.86 		Best: 928.02 		N:10
Henley         		Mean: 113.25 		Best: 921.08 		N:8
Smith          		Mean: 182.22 		Best: 919.71 		N:5
Moffatt        		Mean: 112.75 		Best: 915.88 		N:8
Higginbotham   		Mean: 226.45 		Best: 914.58 		N:4
Ulrich         		Mean: 150.03 		Best: 903.59 		N:6
Green          		Mean: 180.43 		Best: 901.52 		N:5
Berry          		Mean: 225.93 		Best: 901.52 		N:4
Lockridge      		Mean: 224.85 		Best: 899.1 		N:4
Robinson       		Mean: 179.83 		Best: 898.37 		N:5

########## REPORT GEN: 138 ##########
SPECIES: 
Lockridge      		Mean: 82.75 		Best: 948.91 		N:11
Smith          		Mean: 181.39 		Best: 934.74 		N:5
Gaunt          		Mean: 181.79 		Best: 932.38 		N:5
Robinson       		Mean: 100.31 		Best: 930.07 		N:9
Priddy         		Mean: 182.53 		Best: 927.84 		N:5
Henley         		Mean: 180.97 		Best: 921.08 		N:5
Smith          		Mean: 151.02 		Best: 919.71 		N:6
Green          		Mean: 82.24 		Best: 919.71 		N:11
Moffatt        		Mean: 180.5 		Best: 915.88 		N:5
Higginbotham   		Mean: 113.25 		Best: 914.58 		N:8
Ulrich         		Mean: 128.72 		Best: 907.21 		N:7
Berry          		Mean: 112.93 		Best: 901.52 		N:8
Taylor         		Mean: 224.92 		Best: 899.1 		N:4

########## REPORT GEN: 139 ##########
SPECIES: 
Lockridge      		Mean: 151.77 		Best: 948.91 		N:6
Robinson       		Mean: 227.22 		Best: 934.74 		N:4
Gaunt          		Mean: 101.09 		Best: 932.38 		N:9
Smith          		Mean: 90.28 		Best: 930.07 		N:10
Smith          		Mean: 227.44 		Best: 927.84 		N:4
Henley         		Mean: 100.3 		Best: 921.08 		N:9
Priddy         		Mean: 100.55 		Best: 919.71 		N:9
Green          		Mean: 113.49 		Best: 919.71 		N:8
Taylor         		Mean: 128.92 		Best: 919.7 		N:7
Moffatt        		Mean: 100.35 		Best: 915.88 		N:9
Higginbotham   		Mean: 181.04 		Best: 914.58 		N:5
Berry          		Mean: 180.72 		Best: 901.52 		N:5
Ulrich         		Mean: 149.96 		Best: 899.1 		N:6

########## REPORT GEN: 140 ##########
SPECIES: 
Lockridge      		Mean: 130.15 		Best: 948.91 		N:7
Robinson       		Mean: 114.13 		Best: 934.74 		N:8
Gaunt          		Mean: 184.35 		Best: 932.38 		N:5
Green          		Mean: 113.27 		Best: 927.84 		N:8
Priddy         		Mean: 100.93 		Best: 927.84 		N:9
Henley         		Mean: 180.97 		Best: 921.08 		N:5
Smith          		Mean: 456.35 		Best: 919.71 		N:2
Taylor         		Mean: 90.18 		Best: 919.7 		N:10
Moffatt        		Mean: 180.6 		Best: 915.88 		N:5
Higginbotham   		Mean: 100.42 		Best: 914.58 		N:9
Berry          		Mean: 100.41 		Best: 901.52 		N:9
Ulrich         		Mean: 150.0 		Best: 899.1 		N:6
Smith          		Mean: 179.76 		Best: 898.3 		N:5

########## REPORT GEN: 141 ##########
SPECIES: 
Lockridge      		Mean: 91.89 		Best: 948.91 		N:10
Smith          		Mean: 150.91 		Best: 934.74 		N:6
Gaunt          		Mean: 114.85 		Best: 932.38 		N:8
Robinson       		Mean: 129.16 		Best: 930.07 		N:7
Green          		Mean: 184.4 		Best: 927.84 		N:5
Ulrich         		Mean: 303.12 		Best: 927.79 		N:3
Priddy         		Mean: 182.25 		Best: 923.5 		N:5
Henley         		Mean: 113.97 		Best: 921.08 		N:8
Moffatt        		Mean: 112.7 		Best: 915.88 		N:8
Higginbotham   		Mean: 226.53 		Best: 914.58 		N:4
Taylor         		Mean: 180.08 		Best: 902.03 		N:5
Smith          		Mean: 300.55 		Best: 901.52 		N:3
Berry          		Mean: 225.83 		Best: 901.52 		N:4

########## REPORT GEN: 142 ##########
SPECIES: 
Lockridge      		Mean: 182.3 		Best: 948.91 		N:5
Robinson       		Mean: 113.58 		Best: 934.74 		N:8
Gaunt          		Mean: 229.69 		Best: 932.38 		N:4
Smith          		Mean: 151.9 		Best: 927.84 		N:6
Ulrich         		Mean: 129.29 		Best: 927.79 		N:7
Green          		Mean: 114.0 		Best: 927.77 		N:8
Henley         		Mean: 229.23 		Best: 921.08 		N:4
Priddy         		Mean: 151.06 		Best: 919.71 		N:6
Moffatt        		Mean: 226.01 		Best: 915.88 		N:4
Taylor         		Mean: 150.15 		Best: 902.03 		N:6
Berry          		Mean: 112.93 		Best: 901.52 		N:8
Higginbotham   		Mean: 112.79 		Best: 901.52 		N:8
Smith          		Mean: 299.71 		Best: 898.38 		N:3

########## REPORT GEN: 143 ##########
SPECIES: 
Ulrich         		Mean: 152.56 		Best: 948.91 		N:6
Robinson       		Mean: 181.35 		Best: 934.74 		N:5
Gaunt          		Mean: 114.85 		Best: 932.38 		N:8
Priddy         		Mean: 182.61 		Best: 927.84 		N:5
Lockridge      		Mean: 113.03 		Best: 927.79 		N:8
Green          		Mean: 113.69 		Best: 927.77 		N:8
Henley         		Mean: 114.32 		Best: 921.08 		N:8
Moffatt        		Mean: 112.99 		Best: 915.88 		N:8
Smith          		Mean: 225.54 		Best: 901.52 		N:4
Berry          		Mean: 180.77 		Best: 901.52 		N:5
Higginbotham   		Mean: 180.61 		Best: 901.52 		N:5
Taylor         		Mean: 180.03 		Best: 898.77 		N:5
Smith          		Mean: 149.95 		Best: 898.38 		N:6

########## REPORT GEN: 144 ##########
SPECIES: 
Ulrich         		Mean: 129.9 		Best: 948.91 		N:7
Taylor         		Mean: 91.21 		Best: 948.91 		N:10
Smith          		Mean: 100.89 		Best: 934.74 		N:9
Gaunt          		Mean: 181.85 		Best: 932.38 		N:5
Green          		Mean: 130.65 		Best: 927.84 		N:7
Smith          		Mean: 90.54 		Best: 927.77 		N:10
Henley         		Mean: 183.62 		Best: 921.09 		N:5
Moffatt        		Mean: 181.34 		Best: 915.88 		N:5
Priddy         		Mean: 180.47 		Best: 901.52 		N:5
Berry          		Mean: 100.44 		Best: 901.52 		N:9
Higginbotham   		Mean: 100.34 		Best: 901.52 		N:9
Lockridge      		Mean: 300.14 		Best: 899.43 		N:3
Robinson       		Mean: 128.42 		Best: 898.27 		N:7

########## REPORT GEN: 145 ##########
SPECIES: 
Taylor         		Mean: 100.8 		Best: 948.91 		N:9
Lockridge      		Mean: 231.81 		Best: 948.91 		N:4
Smith          		Mean: 181.44 		Best: 934.74 		N:5
Robinson       		Mean: 150.9 		Best: 933.19 		N:6
Gaunt          		Mean: 101.12 		Best: 932.38 		N:9
Green          		Mean: 90.57 		Best: 927.77 		N:10
Priddy         		Mean: 151.92 		Best: 927.77 		N:6
Henley         		Mean: 101.48 		Best: 921.08 		N:9
Moffatt        		Mean: 100.11 		Best: 915.88 		N:9
Smith          		Mean: 225.59 		Best: 901.52 		N:4
Berry          		Mean: 180.81 		Best: 901.52 		N:5
Higginbotham   		Mean: 180.46 		Best: 901.52 		N:5
Ulrich         		Mean: 224.82 		Best: 898.56 		N:4

########## REPORT GEN: 146 ##########
SPECIES: 
Taylor         		Mean: 184.24 		Best: 948.91 		N:5
Lockridge      		Mean: 91.45 		Best: 948.91 		N:10
Robinson       		Mean: 82.42 		Best: 934.74 		N:11
Smith          		Mean: 228.25 		Best: 933.19 		N:4
Gaunt          		Mean: 181.82 		Best: 932.38 		N:5
Green          		Mean: 227.6 		Best: 927.77 		N:4
Priddy         		Mean: 90.88 		Best: 930.19 		N:10
Henley         		Mean: 182.75 		Best: 921.08 		N:5
Moffatt        		Mean: 226.0 		Best: 915.88 		N:4
Ulrich         		Mean: 150.32 		Best: 902.06 		N:6
Smith          		Mean: 150.4 		Best: 901.52 		N:6
Berry          		Mean: 112.96 		Best: 901.52 		N:8
Higginbotham   		Mean: 112.74 		Best: 901.52 		N:8

########## REPORT GEN: 147 ##########
SPECIES: 
Lockridge      		Mean: 184.41 		Best: 948.91 		N:5
Ulrich         		Mean: 101.42 		Best: 948.91 		N:9
Robinson       		Mean: 113.6 		Best: 934.51 		N:8
Taylor         		Mean: 129.74 		Best: 933.32 		N:7
Smith          		Mean: 182.07 		Best: 933.19 		N:5
Gaunt          		Mean: 113.32 		Best: 932.38 		N:8
Priddy         		Mean: 304.2 		Best: 927.77 		N:3
Smith          		Mean: 129.6 		Best: 927.77 		N:7
Henley         		Mean: 101.47 		Best: 922.94 		N:9
Moffatt        		Mean: 112.68 		Best: 915.88 		N:8
Green          		Mean: 90.23 		Best: 901.52 		N:10
Berry          		Mean: 180.81 		Best: 901.52 		N:5
Higginbotham   		Mean: 180.5 		Best: 901.52 		N:5

########## REPORT GEN: 148 ##########
SPECIES: 
Ulrich         		Mean: 229.16 		Best: 948.91 		N:4
Taylor         		Mean: 114.88 		Best: 948.91 		N:8
Robinson       		Mean: 113.63 		Best: 934.51 		N:8
Smith          		Mean: 150.91 		Best: 933.19 		N:6
Gaunt          		Mean: 181.87 		Best: 932.38 		N:5
Priddy         		Mean: 304.3 		Best: 927.77 		N:3
Green          		Mean: 90.88 		Best: 927.77 		N:10
Henley         		Mean: 181.83 		Best: 922.94 		N:5
Moffatt        		Mean: 181.05 		Best: 921.65 		N:5
Lockridge      		Mean: 112.78 		Best: 908.37 		N:8
Smith          		Mean: 225.52 		Best: 901.52 		N:4
Berry          		Mean: 150.68 		Best: 901.52 		N:6
Higginbotham   		Mean: 100.22 		Best: 901.52 		N:9
Lockhart       		Mean: 301.28 		Best: 901.52 		N:3

########## REPORT GEN: 149 ##########
SPECIES: 
Taylor         		Mean: 113.89 		Best: 948.91 		N:8
Lockridge      		Mean: 130.06 		Best: 948.91 		N:7
Robinson       		Mean: 181.41 		Best: 934.51 		N:5
Smith          		Mean: 181.34 		Best: 933.19 		N:5
Gaunt          		Mean: 129.62 		Best: 932.38 		N:7
Priddy         		Mean: 227.68 		Best: 927.77 		N:4
Green          		Mean: 113.28 		Best: 927.77 		N:8
Smith          		Mean: 129.62 		Best: 927.77 		N:7
Moffatt        		Mean: 130.24 		Best: 923.32 		N:7
Henley         		Mean: 129.04 		Best: 922.94 		N:7
Berry          		Mean: 225.99 		Best: 901.52 		N:4
Higginbotham   		Mean: 225.79 		Best: 901.52 		N:4
Lockhart       		Mean: 113.04 		Best: 901.52 		N:8

########## REPORT GEN: 150 ##########
SPECIES: 
Ulrich         		Mean: 187.07 		Best: 948.91 		N:5
Taylor         		Mean: 154.74 		Best: 948.91 		N:6
Lockridge      		Mean: 462.94 		Best: 948.91 		N:2
Robinson       		Mean: 130.74 		Best: 934.51 		N:7
Smith          		Mean: 181.29 		Best: 933.19 		N:5
Gaunt          		Mean: 227.79 		Best: 932.38 		N:4
Priddy         		Mean: 227.59 		Best: 927.77 		N:4
Green          		Mean: 130.81 		Best: 927.77 		N:7
Henley         		Mean: 226.49 		Best: 922.94 		N:4
Moffatt        		Mean: 226.84 		Best: 919.4 		N:4
Smith          		Mean: 225.64 		Best: 901.52 		N:4
Berry          		Mean: 452.05 		Best: 901.52 		N:2
Higginbotham   		Mean: 129.06 		Best: 901.52 		N:7
Lockhart       		Mean: 150.65 		Best: 901.52 		N:6
Harris         		Mean: 300.79 		Best: 901.52 		N:3

########## REPORT GEN: 151 ##########
SPECIES: 
Ulrich         		Mean: 229.35 		Best: 948.91 		N:4
Taylor         		Mean: 305.88 		Best: 948.91 		N:3
Lockridge      		Mean: 157.08 		Best: 948.91 		N:6
Higginbotham   		Mean: 304.91 		Best: 935.4 		N:3
Robinson       		Mean: 227.33 		Best: 934.51 		N:4
Smith          		Mean: 227.07 		Best: 933.19 		N:4
Gaunt          		Mean: 151.37 		Best: 932.38 		N:6
Priddy         		Mean: 151.35 		Best: 927.77 		N:6
Green          		Mean: 304.29 		Best: 927.77 		N:3
Henley         		Mean: 150.65 		Best: 922.72 		N:6
Moffatt        		Mean: 151.0 		Best: 919.4 		N:6
Smith          		Mean: 150.41 		Best: 901.52 		N:6
Berry          		Mean: 451.22 		Best: 901.52 		N:2
Lockhart       		Mean: 452.01 		Best: 901.52 		N:2
Harris         		Mean: 90.44 		Best: 901.52 		N:10

########## REPORT GEN: 152 ##########
SPECIES: 
Ulrich         		Mean: 151.92 		Best: 948.91 		N:6
Taylor         		Mean: 232.17 		Best: 948.91 		N:4
Lockridge      		Mean: 153.23 		Best: 948.91 		N:6
Higginbotham   		Mean: 151.36 		Best: 935.4 		N:6
Robinson       		Mean: 303.98 		Best: 934.51 		N:3
Smith          		Mean: 100.43 		Best: 933.19 		N:9
Gaunt          		Mean: 227.77 		Best: 932.38 		N:4
Green          		Mean: 304.22 		Best: 927.77 		N:3
Smith          		Mean: 129.58 		Best: 927.77 		N:7
Henley         		Mean: 226.56 		Best: 922.72 		N:4
Moffatt        		Mean: 226.85 		Best: 919.4 		N:4
Priddy         		Mean: 225.6 		Best: 901.52 		N:4
Berry          		Mean: 300.83 		Best: 901.52 		N:3
Lockhart       		Mean: 128.97 		Best: 901.52 		N:7
Harris         		Mean: 301.22 		Best: 901.52 		N:3

########## REPORT GEN: 153 ##########
SPECIES: 
Ulrich         		Mean: 228.45 		Best: 948.91 		N:4
Taylor         		Mean: 154.71 		Best: 948.91 		N:6
Lockridge      		Mean: 182.41 		Best: 948.91 		N:5
Higginbotham   		Mean: 227.44 		Best: 935.4 		N:4
Robinson       		Mean: 151.97 		Best: 934.51 		N:6
Moffatt        		Mean: 130.03 		Best: 933.43 		N:7
Gaunt          		Mean: 129.64 		Best: 932.38 		N:7
Green          		Mean: 129.6 		Best: 927.77 		N:7
Smith          		Mean: 181.71 		Best: 927.77 		N:5
Henley         		Mean: 129.39 		Best: 922.72 		N:7
Priddy         		Mean: 180.48 		Best: 901.52 		N:5
Berry          		Mean: 150.45 		Best: 901.52 		N:6
Lockhart       		Mean: 150.71 		Best: 901.52 		N:6
Harris         		Mean: 225.98 		Best: 901.52 		N:4
Smith          		Mean: 224.91 		Best: 898.38 		N:4

########## REPORT GEN: 154 ##########
SPECIES: 
Ulrich         		Mean: 231.7 		Best: 948.91 		N:4
Taylor         		Mean: 82.81 		Best: 948.91 		N:11
Lockridge      		Mean: 153.24 		Best: 948.91 		N:6
Higginbotham   		Mean: 113.19 		Best: 935.4 		N:8
Robinson       		Mean: 181.45 		Best: 934.51 		N:5
Moffatt        		Mean: 181.89 		Best: 933.43 		N:5
Smith          		Mean: 113.0 		Best: 933.23 		N:8
Gaunt          		Mean: 181.87 		Best: 932.38 		N:5
Priddy         		Mean: 152.09 		Best: 927.77 		N:6
Henley         		Mean: 181.97 		Best: 922.72 		N:5
Green          		Mean: 150.37 		Best: 901.52 		N:6
Smith          		Mean: 128.91 		Best: 901.52 		N:7
Berry          		Mean: 450.94 		Best: 901.52 		N:2
Lockhart       		Mean: 451.32 		Best: 901.52 		N:2
Harris         		Mean: 90.41 		Best: 901.52 		N:10
Scoggins       		Mean: 225.5 		Best: 901.52 		N:4

########## REPORT GEN: 155 ##########
SPECIES: 
Ulrich         		Mean: 231.7 		Best: 948.91 		N:4
Taylor         		Mean: 154.58 		Best: 948.91 		N:6
Lockridge      		Mean: 151.8 		Best: 948.91 		N:6
Higginbotham   		Mean: 227.42 		Best: 935.4 		N:4
Smith          		Mean: 182.89 		Best: 934.51 		N:5
Moffatt        		Mean: 181.55 		Best: 933.43 		N:5
Gaunt          		Mean: 181.86 		Best: 932.38 		N:5
Smith          		Mean: 181.44 		Best: 927.81 		N:5
Priddy         		Mean: 151.6 		Best: 927.77 		N:6
Henley         		Mean: 180.99 		Best: 922.72 		N:5
Berry          		Mean: 180.57 		Best: 901.52 		N:5
Lockhart       		Mean: 301.47 		Best: 901.52 		N:3
Harris         		Mean: 180.82 		Best: 901.52 		N:5
Scoggins       		Mean: 128.85 		Best: 901.52 		N:7
Robinson       		Mean: 224.98 		Best: 898.37 		N:4

########## REPORT GEN: 156 ##########
SPECIES: 
Ulrich         		Mean: 316.56 		Best: 948.91 		N:3
Taylor         		Mean: 153.2 		Best: 948.91 		N:6
Lockridge      		Mean: 182.2 		Best: 948.91 		N:5
Higginbotham   		Mean: 151.06 		Best: 935.4 		N:6
Robinson       		Mean: 151.0 		Best: 934.51 		N:6
Moffatt        		Mean: 227.79 		Best: 933.43 		N:4
Gaunt          		Mean: 227.76 		Best: 932.38 		N:4
Smith          		Mean: 457.43 		Best: 927.81 		N:2
Priddy         		Mean: 181.54 		Best: 927.77 		N:5
Henley         		Mean: 226.54 		Best: 922.72 		N:4
Smith          		Mean: 225.12 		Best: 901.52 		N:4
Berry          		Mean: 150.72 		Best: 901.52 		N:6
Harris         		Mean: 301.41 		Best: 901.52 		N:3
Scoggins       		Mean: 129.02 		Best: 901.52 		N:7
Green          		Mean: 300.85 		Best: 901.52 		N:3

########## REPORT GEN: 157 ##########
SPECIES: 
Ulrich         		Mean: 231.64 		Best: 948.91 		N:4
Taylor         		Mean: 188.24 		Best: 948.91 		N:5
Lockridge      		Mean: 188.26 		Best: 948.91 		N:5
Higginbotham   		Mean: 304.04 		Best: 935.4 		N:3
Robinson       		Mean: 304.32 		Best: 934.51 		N:3
Moffatt        		Mean: 181.63 		Best: 933.43 		N:5
Gaunt          		Mean: 183.25 		Best: 933.14 		N:5
Smith          		Mean: 228.45 		Best: 927.81 		N:4
Green          		Mean: 151.66 		Best: 927.81 		N:6
Priddy         		Mean: 227.6 		Best: 927.77 		N:4
Henley         		Mean: 182.88 		Best: 922.72 		N:5
Lockhart       		Mean: 150.68 		Best: 901.52 		N:6
Harris         		Mean: 128.99 		Best: 901.52 		N:7
Smith          		Mean: 179.84 		Best: 898.29 		N:5

########## REPORT GEN: 158 ##########
SPECIES: 
Ulrich         		Mean: 188.26 		Best: 948.91 		N:5
Taylor         		Mean: 231.6 		Best: 948.91 		N:4
Lockridge      		Mean: 134.38 		Best: 948.91 		N:7
Higginbotham   		Mean: 151.01 		Best: 935.4 		N:6
Robinson       		Mean: 151.12 		Best: 934.51 		N:6
Moffatt        		Mean: 229.25 		Best: 933.43 		N:4
Gaunt          		Mean: 229.58 		Best: 933.14 		N:4
Smith          		Mean: 129.8 		Best: 927.81 		N:7
Green          		Mean: 228.66 		Best: 927.81 		N:4
Priddy         		Mean: 182.55 		Best: 927.81 		N:5
Henley         		Mean: 228.08 		Best: 922.72 		N:4
Harris         		Mean: 300.91 		Best: 901.52 		N:3
Scoggins       		Mean: 180.78 		Best: 901.52 		N:5
Smith          		Mean: 224.81 		Best: 901.52 		N:4

########## REPORT GEN: 159 ##########
SPECIES: 
Ulrich         		Mean: 311.58 		Best: 948.91 		N:3
Taylor         		Mean: 316.64 		Best: 948.91 		N:3
Lockridge      		Mean: 115.55 		Best: 948.91 		N:8
Higginbotham   		Mean: 227.27 		Best: 935.4 		N:4
Robinson       		Mean: 113.13 		Best: 935.37 		N:8
Moffatt        		Mean: 152.51 		Best: 933.43 		N:6
Gaunt          		Mean: 152.08 		Best: 933.14 		N:6
Priddy         		Mean: 130.44 		Best: 927.81 		N:7
Smith          		Mean: 230.57 		Best: 927.81 		N:4
Green          		Mean: 458.46 		Best: 927.77 		N:2
Henley         		Mean: 152.65 		Best: 922.72 		N:6
Lockhart       		Mean: 450.76 		Best: 901.52 		N:2
Harris         		Mean: 300.52 		Best: 901.52 		N:3
Scoggins       		Mean: 129.08 		Best: 901.52 		N:7
Smith          		Mean: 449.21 		Best: 898.38 		N:2

########## REPORT GEN: 160 ##########
SPECIES: 
Ulrich         		Mean: 234.9 		Best: 948.91 		N:4
Taylor         		Mean: 117.39 		Best: 948.91 		N:8
Lockridge      		Mean: 133.87 		Best: 948.91 		N:7
Higginbotham   		Mean: 151.01 		Best: 935.4 		N:6
Smith          		Mean: 181.36 		Best: 935.37 		N:5
Moffatt        		Mean: 229.41 		Best: 933.43 		N:4
Gaunt          		Mean: 227.77 		Best: 933.14 		N:4
Smith          		Mean: 152.0 		Best: 927.81 		N:6
Green          		Mean: 182.55 		Best: 927.81 		N:5
Henley         		Mean: 228.03 		Best: 922.72 		N:4
Lockhart       		Mean: 150.6 		Best: 901.52 		N:6
Harris         		Mean: 225.64 		Best: 901.52 		N:4
Scoggins       		Mean: 301.46 		Best: 901.52 		N:3
Priddy         		Mean: 449.19 		Best: 898.38 		N:2
Robinson       		Mean: 299.46 		Best: 898.38 		N:3

########## REPORT GEN: 161 ##########
SPECIES: 
Ulrich         		Mean: 229.44 		Best: 948.91 		N:4
Taylor         		Mean: 133.17 		Best: 948.91 		N:7
Lockridge      		Mean: 232.3 		Best: 948.91 		N:4
Higginbotham   		Mean: 227.44 		Best: 935.4 		N:4
Robinson       		Mean: 130.03 		Best: 935.37 		N:7
Moffatt        		Mean: 129.25 		Best: 933.43 		N:7
Gaunt          		Mean: 152.34 		Best: 933.14 		N:6
Green          		Mean: 151.71 		Best: 927.91 		N:6
Smith          		Mean: 304.23 		Best: 927.77 		N:3
Priddy         		Mean: 227.18 		Best: 927.77 		N:4
Henley         		Mean: 152.68 		Best: 923.68 		N:6
Harris         		Mean: 129.18 		Best: 901.52 		N:7
Scoggins       		Mean: 100.51 		Best: 901.52 		N:9
Smith          		Mean: 224.6 		Best: 898.38 		N:4

########## REPORT GEN: 162 ##########
SPECIES: 
Ulrich         		Mean: 91.63 		Best: 948.91 		N:10
Taylor         		Mean: 229.0 		Best: 948.91 		N:4
Lockridge      		Mean: 114.38 		Best: 948.91 		N:8
Higginbotham   		Mean: 113.15 		Best: 935.4 		N:8
Robinson       		Mean: 150.92 		Best: 935.37 		N:6
Moffatt        		Mean: 181.23 		Best: 933.43 		N:5
Gaunt          		Mean: 151.37 		Best: 933.14 		N:6
Smith          		Mean: 227.2 		Best: 927.91 		N:4
Green          		Mean: 101.31 		Best: 927.77 		N:9
Priddy         		Mean: 129.17 		Best: 927.77 		N:7
Henley         		Mean: 152.11 		Best: 923.68 		N:6
Scoggins       		Mean: 450.93 		Best: 901.52 		N:2
Blackburn      		Mean: 128.97 		Best: 901.52 		N:7
Smith          		Mean: 128.35 		Best: 898.38 		N:7

########## REPORT GEN: 163 ##########
SPECIES: 
Ulrich         		Mean: 182.68 		Best: 948.91 		N:5
Taylor         		Mean: 152.3 		Best: 948.91 		N:6
Lockridge      		Mean: 152.3 		Best: 948.91 		N:6
Higginbotham   		Mean: 227.45 		Best: 935.4 		N:4
Robinson       		Mean: 100.36 		Best: 935.37 		N:9
Moffatt        		Mean: 129.22 		Best: 933.43 		N:7
Gaunt          		Mean: 151.85 		Best: 933.14 		N:6
Smith          		Mean: 226.88 		Best: 927.91 		N:4
Green          		Mean: 130.55 		Best: 927.77 		N:7
Henley         		Mean: 152.81 		Best: 923.68 		N:6
Priddy         		Mean: 149.94 		Best: 901.52 		N:6
Scoggins       		Mean: 301.24 		Best: 901.52 		N:3
Blackburn      		Mean: 150.73 		Best: 901.52 		N:6
Smith          		Mean: 450.04 		Best: 901.52 		N:2

########## REPORT GEN: 164 ##########
SPECIES: 
