########## REPORT GEN: 2 ##########
SPECIES: 
Hillard        		Mean: 119.16 		Best: 938.56 		N:8
Harris         		Mean: 115.43 		Best: 949.9 		N:8
Anderson       		Mean: 89.9 		Best: 929.99 		N:10
Santana        		Mean: 128.42 		Best: 926.92 		N:7
Smith          		Mean: 179.21 		Best: 914.25 		N:5
Allen          		Mean: 81.23 		Best: 914.06 		N:11
Mcclain        		Mean: 81.5 		Best: 914.06 		N:11
Hope           		Mean: 222.21 		Best: 903.13 		N:4
Desrochers     		Mean: 294.66 		Best: 884.37 		N:3

########## REPORT GEN: 158 ##########
SPECIES: 
Mcclain        		Mean: 113.45 		Best: 949.9 		N:8
Hope           		Mean: 131.06 		Best: 949.9 		N:7
Harris         		Mean: 307.79 		Best: 949.9 		N:3
Wilson         		Mean: 90.7 		Best: 929.99 		N:10
Smith          		Mean: 128.89 		Best: 927.77 		N:7
Desrochers     		Mean: 225.77 		Best: 914.58 		N:4
Davis          		Mean: 222.81 		Best: 914.25 		N:4
Tice           		Mean: 148.77 		Best: 914.06 		N:6
Anderson       		Mean: 99.26 		Best: 914.06 		N:9
Santana        		Mean: 111.9 		Best: 914.25 		N:8
Allen          		Mean: 294.73 		Best: 884.37 		N:3

########## REPORT GEN: 159 ##########
SPECIES: 
Anderson       		Mean: 152.01 		Best: 949.9 		N:6
Allen          		Mean: 150.24 		Best: 949.9 		N:6
Hope           		Mean: 82.36 		Best: 949.9 		N:11
Harris         		Mean: 114.08 		Best: 949.9 		N:8
Smith          		Mean: 81.54 		Best: 927.77 		N:11
Mcclain        		Mean: 224.76 		Best: 914.58 		N:4
Davis          		Mean: 222.97 		Best: 914.25 		N:4
Desrochers     		Mean: 298.3 		Best: 914.06 		N:3
Tice           		Mean: 112.13 		Best: 914.06 		N:8
Santana        		Mean: 449.41 		Best: 914.06 		N:2
Wilson         		Mean: 179.68 		Best: 914.06 		N:5

########## REPORT GEN: 160 ##########
SPECIES: 
Anderson       		Mean: 152.21 		Best: 949.9 		N:6
Hope           		Mean: 101.17 		Best: 949.9 		N:9
Santana        		Mean: 113.04 		Best: 949.9 		N:8
Allen          		Mean: 130.49 		Best: 949.9 		N:7
Wilson         		Mean: 129.59 		Best: 941.28 		N:7
Tice           		Mean: 301.48 		Best: 914.58 		N:3
Smith          		Mean: 449.7 		Best: 914.58 		N:2
Desrochers     		Mean: 127.58 		Best: 914.58 		N:7
Harris         		Mean: 113.35 		Best: 914.58 		N:8
Mcclain        		Mean: 179.41 		Best: 914.25 		N:5
Davis          		Mean: 127.21 		Best: 914.06 		N:7

########## REPORT GEN: 161 ##########
SPECIES: 
Anderson       		Mean: 130.66 		Best: 949.9 		N:7
Hope           		Mean: 465.16 		Best: 949.9 		N:2
Wilson         		Mean: 154.06 		Best: 949.9 		N:6
Tice           		Mean: 227.29 		Best: 949.9 		N:4
Davis          		Mean: 129.41 		Best: 941.28 		N:7
Harris         		Mean: 181.09 		Best: 914.58 		N:5
Allen          		Mean: 63.97 		Best: 914.58 		N:14
Smith          		Mean: 179.29 		Best: 914.41 		N:5
Desrochers     		Mean: 224.45 		Best: 914.26 		N:4
Santana        		Mean: 111.94 		Best: 914.25 		N:8
Mcclain        		Mean: 298.04 		Best: 913.86 		N:3

########## REPORT GEN: 162 ##########
SPECIES: 
Anderson       		Mean: 70.06 		Best: 949.9 		N:13
Hope           		Mean: 312.24 		Best: 949.9 		N:3
Harris         		Mean: 228.85 		Best: 949.9 		N:4
Smith          		Mean: 69.27 		Best: 949.9 		N:13
Desrochers     		Mean: 152.99 		Best: 949.9 		N:6
Tice           		Mean: 90.33 		Best: 919.53 		N:10
Wilson         		Mean: 224.84 		Best: 914.26 		N:4
Allen          		Mean: 150.96 		Best: 914.09 		N:6
Santana        		Mean: 180.4 		Best: 914.09 		N:5
Davis          		Mean: 182.34 		Best: 914.25 		N:5
Mcclain        		Mean: 299.79 		Best: 906.49 		N:3

########## REPORT GEN: 163 ##########
SPECIES: 
Harris         		Mean: 151.57 		Best: 949.9 		N:6
Smith          		Mean: 153.49 		Best: 949.9 		N:6
Tice           		Mean: 229.08 		Best: 949.9 		N:4
Allen          		Mean: 183.34 		Best: 949.9 		N:5
Davis          		Mean: 130.49 		Best: 949.9 		N:7
Mcclain        		Mean: 91.3 		Best: 949.9 		N:10
Wilson         		Mean: 90.68 		Best: 941.28 		N:10
Santana        		Mean: 64.67 		Best: 914.57 		N:14
Anderson       		Mean: 113.39 		Best: 914.11 		N:8
Desrochers     		Mean: 304.13 		Best: 914.06 		N:3
Hope           		Mean: 150.74 		Best: 913.86 		N:6

########## REPORT GEN: 164 ##########
SPECIES: 
Mcclain        		Mean: 112.94 		Best: 949.9 		N:8
Wilson         		Mean: 60.76 		Best: 949.9 		N:15
Santana        		Mean: 102.18 		Best: 949.9 		N:9
Desrochers     		Mean: 101.27 		Best: 949.9 		N:9
Smith          		Mean: 112.38 		Best: 925.55 		N:8
Anderson       		Mean: 113.76 		Best: 925.55 		N:8
Tice           		Mean: 181.61 		Best: 914.85 		N:5
Davis          		Mean: 150.84 		Best: 914.58 		N:6
Hope           		Mean: 151.15 		Best: 914.26 		N:6
Harris         		Mean: 150.74 		Best: 913.86 		N:6

########## REPORT GEN: 165 ##########
SPECIES: 
Smith          		Mean: 114.23 		Best: 949.9 		N:8
Harris         		Mean: 154.05 		Best: 949.9 		N:6
Anderson       		Mean: 308.87 		Best: 933.46 		N:3
Wilson         		Mean: 151.75 		Best: 925.55 		N:6
Tice           		Mean: 302.66 		Best: 920.15 		N:3
Hope           		Mean: 128.3 		Best: 919.53 		N:7
Mcclain        		Mean: 100.55 		Best: 914.57 		N:9
Desrochers     		Mean: 227.02 		Best: 914.57 		N:4
Santana        		Mean: 300.15 		Best: 914.06 		N:3
Davis          		Mean: 113.35 		Best: 914.06 		N:8
Allen          		Mean: 223.15 		Best: 914.06 		N:4

########## REPORT GEN: 166 ##########
SPECIES: 
Wilson         		Mean: 101.4 		Best: 949.9 		N:9
Hope           		Mean: 154.57 		Best: 949.9 		N:6
Santana        		Mean: 182.73 		Best: 935.71 		N:5
Smith          		Mean: 129.11 		Best: 933.46 		N:7
Allen          		Mean: 83.02 		Best: 933.46 		N:11
Davis          		Mean: 183.27 		Best: 920.15 		N:5
Desrochers     		Mean: 128.32 		Best: 914.85 		N:7
Anderson       		Mean: 112.6 		Best: 914.26 		N:8
Mcclain        		Mean: 113.27 		Best: 914.26 		N:8
Tice           		Mean: 225.18 		Best: 913.86 		N:4

########## REPORT GEN: 167 ##########
SPECIES: 
Santana        		Mean: 91.65 		Best: 949.9 		N:10
Smith          		Mean: 83.17 		Best: 949.9 		N:11
Davis          		Mean: 91.85 		Best: 949.9 		N:10
Wilson         		Mean: 65.03 		Best: 939.99 		N:14
Mcclain        		Mean: 101.42 		Best: 935.71 		N:9
Hope           		Mean: 182.7 		Best: 933.46 		N:5
Desrochers     		Mean: 113.33 		Best: 933.46 		N:8
Allen          		Mean: 152.58 		Best: 917.06 		N:6
Anderson       		Mean: 224.71 		Best: 914.92 		N:4
Tice           		Mean: 113.5 		Best: 914.85 		N:8

########## REPORT GEN: 168 ##########
SPECIES: 
Santana        		Mean: 76.08 		Best: 949.9 		N:12
Allen          		Mean: 114.56 		Best: 949.9 		N:8
Anderson       		Mean: 101.83 		Best: 939.99 		N:9
Davis          		Mean: 91.51 		Best: 935.71 		N:10
Wilson         		Mean: 101.48 		Best: 926.48 		N:9
Mcclain        		Mean: 181.67 		Best: 924.8 		N:5
Desrochers     		Mean: 113.34 		Best: 924.37 		N:8
Smith          		Mean: 100.87 		Best: 917.06 		N:9
Tice           		Mean: 130.59 		Best: 915.22 		N:7
Hope           		Mean: 149.91 		Best: 913.86 		N:6

########## REPORT GEN: 169 ##########
SPECIES: 
Allen          		Mean: 101.93 		Best: 949.9 		N:9
Mcclain        		Mean: 82.95 		Best: 949.9 		N:11
Smith          		Mean: 76.21 		Best: 939.99 		N:12
Desrochers     		Mean: 90.7 		Best: 935.71 		N:10
Hope           		Mean: 82.55 		Best: 933.46 		N:11
Wilson         		Mean: 129.59 		Best: 924.8 		N:7
Davis          		Mean: 129.96 		Best: 917.06 		N:7
Santana        		Mean: 100.12 		Best: 914.62 		N:9
Anderson       		Mean: 113.64 		Best: 914.09 		N:8
Tice           		Mean: 226.69 		Best: 913.86 		N:4

########## REPORT GEN: 170 ##########
SPECIES: 
Allen          		Mean: 114.86 		Best: 949.9 		N:8
Mcclain        		Mean: 83.12 		Best: 949.9 		N:11
Davis          		Mean: 60.5 		Best: 949.9 		N:15
Desrochers     		Mean: 130.41 		Best: 939.99 		N:7
Tice           		Mean: 114.59 		Best: 935.71 		N:8
Santana        		Mean: 229.36 		Best: 933.46 		N:4
Anderson       		Mean: 130.54 		Best: 933.46 		N:7
Hope           		Mean: 152.14 		Best: 917.06 		N:6
Wilson         		Mean: 90.9 		Best: 917.06 		N:10
Smith          		Mean: 114.12 		Best: 914.58 		N:8

########## REPORT GEN: 171 ##########
SPECIES: 
Davis          		Mean: 101.93 		Best: 949.9 		N:9
Hope           		Mean: 130.41 		Best: 949.9 		N:7
Smith          		Mean: 114.79 		Best: 949.9 		N:8
Anderson       		Mean: 91.66 		Best: 939.99 		N:10
Santana        		Mean: 76.15 		Best: 935.71 		N:12
Allen          		Mean: 101.51 		Best: 933.46 		N:9
Tice           		Mean: 182.8 		Best: 917.06 		N:5
Wilson         		Mean: 75.75 		Best: 916.98 		N:12
Mcclain        		Mean: 113.94 		Best: 912.87 		N:8
Desrochers     		Mean: 130.28 		Best: 912.68 		N:7

########## REPORT GEN: 172 ##########
SPECIES: 
Davis          		Mean: 91.6 		Best: 949.9 		N:10
Hope           		Mean: 101.62 		Best: 949.9 		N:9
Smith          		Mean: 91.61 		Best: 949.9 		N:10
Tice           		Mean: 83.09 		Best: 939.99 		N:11
Desrochers     		Mean: 75.99 		Best: 935.71 		N:12
Allen          		Mean: 130.75 		Best: 933.46 		N:7
Wilson         		Mean: 101.35 		Best: 917.06 		N:9
Mcclain        		Mean: 114.27 		Best: 917.06 		N:8
Santana        		Mean: 151.49 		Best: 914.29 		N:6
Anderson       		Mean: 113.88 		Best: 912.68 		N:8

########## REPORT GEN: 173 ##########
SPECIES: 
Tice           		Mean: 57.05 		Best: 949.9 		N:16
Wilson         		Mean: 101.62 		Best: 949.9 		N:9
Mcclain        		Mean: 131.14 		Best: 949.9 		N:7
Smith          		Mean: 114.39 		Best: 949.9 		N:8
Allen          		Mean: 91.38 		Best: 939.99 		N:10
Hope           		Mean: 101.24 		Best: 933.46 		N:9
Desrochers     		Mean: 75.76 		Best: 933.46 		N:12
Santana        		Mean: 152.12 		Best: 916.98 		N:6
Davis          		Mean: 151.96 		Best: 914.58 		N:6
Anderson       		Mean: 100.81 		Best: 914.58 		N:9

########## REPORT GEN: 174 ##########
SPECIES: 
Mcclain        		Mean: 83.45 		Best: 949.9 		N:11
Desrochers     		Mean: 75.97 		Best: 949.9 		N:12
Davis          		Mean: 65.44 		Best: 949.9 		N:14
Smith          		Mean: 91.31 		Best: 949.9 		N:10
Anderson       		Mean: 101.55 		Best: 949.9 		N:9
Allen          		Mean: 82.92 		Best: 939.99 		N:11
Hope           		Mean: 183.13 		Best: 933.46 		N:5
Tice           		Mean: 56.79 		Best: 917.03 		N:16
Santana        		Mean: 303.14 		Best: 912.52 		N:3
Wilson         		Mean: 130.0 		Best: 911.45 		N:7

########## REPORT GEN: 175 ##########
SPECIES: 
Mcclain        		Mean: 91.64 		Best: 949.9 		N:10
Desrochers     		Mean: 307.97 		Best: 949.9 		N:3
Davis          		Mean: 76.19 		Best: 949.9 		N:12
Anderson       		Mean: 153.09 		Best: 949.9 		N:6
Hope           		Mean: 183.13 		Best: 949.9 		N:5
Allen          		Mean: 101.89 		Best: 939.99 		N:9
Tice           		Mean: 82.99 		Best: 933.46 		N:11
Santana        		Mean: 129.95 		Best: 914.58 		N:7
Smith          		Mean: 182.18 		Best: 914.06 		N:5
Wilson         		Mean: 101.23 		Best: 913.32 		N:9

########## REPORT GEN: 176 ##########
SPECIES: 
Desrochers     		Mean: 101.66 		Best: 949.9 		N:9
Davis          		Mean: 130.73 		Best: 949.9 		N:7
Santana        		Mean: 102.02 		Best: 949.9 		N:9
Wilson         		Mean: 76.11 		Best: 949.9 		N:12
Anderson       		Mean: 91.82 		Best: 949.9 		N:10
Allen          		Mean: 130.3 		Best: 933.46 		N:7
Hope           		Mean: 151.44 		Best: 914.58 		N:6
Smith          		Mean: 151.21 		Best: 914.58 		N:6
Tice           		Mean: 181.42 		Best: 912.52 		N:5
Mcclain        		Mean: 151.27 		Best: 910.03 		N:6

########## REPORT GEN: 177 ##########
SPECIES: 
Smith          		Mean: 114.2 		Best: 949.9 		N:8
Mcclain        		Mean: 70.44 		Best: 949.9 		N:13
Wilson         		Mean: 60.96 		Best: 949.9 		N:15
Davis          		Mean: 153.71 		Best: 949.9 		N:6
Tice           		Mean: 153.21 		Best: 933.46 		N:6
Allen          		Mean: 64.84 		Best: 914.58 		N:14
Santana        		Mean: 100.91 		Best: 914.58 		N:9
Hope           		Mean: 113.11 		Best: 914.08 		N:8
Anderson       		Mean: 226.71 		Best: 908.19 		N:4
Desrochers     		Mean: 100.44 		Best: 907.95 		N:9

########## REPORT GEN: 178 ##########
SPECIES: 
Wilson         		Mean: 152.85 		Best: 949.9 		N:6
Anderson       		Mean: 82.26 		Best: 949.9 		N:11
Smith          		Mean: 70.48 		Best: 949.9 		N:13
Allen          		Mean: 83.03 		Best: 949.9 		N:11
Hope           		Mean: 152.11 		Best: 932.7 		N:6
Mcclain        		Mean: 113.26 		Best: 914.58 		N:8
Davis          		Mean: 227.25 		Best: 910.49 		N:4
Tice           		Mean: 90.3 		Best: 908.58 		N:10
Santana        		Mean: 90.5 		Best: 908.58 		N:10
Desrochers     		Mean: 113.18 		Best: 908.53 		N:8

########## REPORT GEN: 179 ##########
SPECIES: 
Wilson         		Mean: 69.95 		Best: 949.9 		N:13
Hope           		Mean: 113.39 		Best: 949.9 		N:8
Santana        		Mean: 114.8 		Best: 949.9 		N:8
Desrochers     		Mean: 130.53 		Best: 949.9 		N:7
Allen          		Mean: 150.61 		Best: 929.61 		N:6
Anderson       		Mean: 90.81 		Best: 920.89 		N:10
Smith          		Mean: 90.7 		Best: 914.58 		N:10
Tice           		Mean: 100.52 		Best: 908.58 		N:9
Mcclain        		Mean: 90.43 		Best: 907.95 		N:10
Davis          		Mean: 225.85 		Best: 906.22 		N:4

########## REPORT GEN: 180 ##########
SPECIES: 
Wilson         		Mean: 90.75 		Best: 949.9 		N:10
Hope           		Mean: 82.22 		Best: 949.9 		N:11
Santana        		Mean: 82.78 		Best: 949.9 		N:11
Davis          		Mean: 101.36 		Best: 949.9 		N:9
Allen          		Mean: 82.79 		Best: 949.9 		N:11
Desrochers     		Mean: 460.76 		Best: 931.65 		N:2
Anderson       		Mean: 182.45 		Best: 920.89 		N:5
Tice           		Mean: 101.16 		Best: 920.89 		N:9
Smith          		Mean: 82.01 		Best: 907.95 		N:11
Mcclain        		Mean: 149.11 		Best: 903.51 		N:6

########## REPORT GEN: 181 ##########
SPECIES: 
Wilson         		Mean: 101.43 		Best: 949.9 		N:9
Hope           		Mean: 60.2 		Best: 949.9 		N:15
Allen          		Mean: 153.16 		Best: 949.9 		N:6
Desrochers     		Mean: 182.15 		Best: 949.9 		N:5
Mcclain        		Mean: 113.4 		Best: 949.9 		N:8
Davis          		Mean: 226.94 		Best: 920.89 		N:4
Anderson       		Mean: 151.81 		Best: 920.89 		N:6
Tice           		Mean: 226.58 		Best: 920.68 		N:4
Santana        		Mean: 150.18 		Best: 911.23 		N:6

########## REPORT GEN: 182 ##########
SPECIES: 
Hope           		Mean: 229.79 		Best: 949.9 		N:4
Santana        		Mean: 91.52 		Best: 949.9 		N:10
Allen          		Mean: 184.6 		Best: 949.9 		N:5
Anderson       		Mean: 184.26 		Best: 949.9 		N:5
Desrochers     		Mean: 183.11 		Best: 931.65 		N:5
Tice           		Mean: 150.04 		Best: 927.17 		N:6
Davis          		Mean: 227.81 		Best: 920.89 		N:4
Wilson         		Mean: 100.43 		Best: 919.28 		N:9
Mcclain        		Mean: 128.09 		Best: 908.58 		N:7
Smith          		Mean: 298.44 		Best: 903.23 		N:3

########## REPORT GEN: 183 ##########
SPECIES: 
Santana        		Mean: 152.97 		Best: 949.9 		N:6
Allen          		Mean: 152.32 		Best: 949.9 		N:6
Anderson       		Mean: 100.55 		Best: 949.9 		N:9
Tice           		Mean: 69.88 		Best: 949.9 		N:13
Davis          		Mean: 131.05 		Best: 949.9 		N:7
Desrochers     		Mean: 151.52 		Best: 931.65 		N:6
Smith          		Mean: 90.02 		Best: 931.65 		N:10
Hope           		Mean: 82.2 		Best: 914.58 		N:11
Wilson         		Mean: 223.39 		Best: 907.95 		N:4
Mcclain        		Mean: 128.18 		Best: 903.26 		N:7

########## REPORT GEN: 184 ##########
SPECIES: 
Santana        		Mean: 152.71 		Best: 949.9 		N:6
Tice           		Mean: 91.59 		Best: 949.9 		N:10
Smith          		Mean: 64.56 		Best: 949.9 		N:14
Allen          		Mean: 69.76 		Best: 949.9 		N:13
Davis          		Mean: 114.39 		Best: 949.9 		N:8
Desrochers     		Mean: 150.6 		Best: 931.65 		N:6
Hope           		Mean: 81.94 		Best: 931.65 		N:11
Mcclain        		Mean: 100.13 		Best: 929.92 		N:9
Wilson         		Mean: 180.0 		Best: 910.78 		N:5
Anderson       		Mean: 179.56 		Best: 903.23 		N:5

########## REPORT GEN: 185 ##########
SPECIES: 
Santana        		Mean: 230.29 		Best: 949.9 		N:4
Smith          		Mean: 75.29 		Best: 949.9 		N:12
Mcclain        		Mean: 128.89 		Best: 949.9 		N:7
Tice           		Mean: 75.4 		Best: 949.9 		N:12
Allen          		Mean: 82.16 		Best: 949.9 		N:11
Davis          		Mean: 130.5 		Best: 949.9 		N:7
Anderson       		Mean: 113.33 		Best: 931.65 		N:8
Hope           		Mean: 99.98 		Best: 914.21 		N:9
Desrochers     		Mean: 112.33 		Best: 910.78 		N:8
Wilson         		Mean: 100.13 		Best: 907.95 		N:9

########## REPORT GEN: 186 ##########
SPECIES: 
Smith          		Mean: 90.9 		Best: 949.9 		N:10
Hope           		Mean: 102.28 		Best: 949.9 		N:9
Anderson       		Mean: 151.22 		Best: 948.74 		N:6
Davis          		Mean: 150.27 		Best: 931.65 		N:6
Allen          		Mean: 56.23 		Best: 931.59 		N:16
Tice           		Mean: 100.71 		Best: 929.92 		N:9
Wilson         		Mean: 128.59 		Best: 910.78 		N:7
Mcclain        		Mean: 128.44 		Best: 907.47 		N:7
Desrochers     		Mean: 128.32 		Best: 906.84 		N:7
Santana        		Mean: 148.61 		Best: 901.52 		N:6

########## REPORT GEN: 187 ##########
SPECIES: 
Hope           		Mean: 75.45 		Best: 949.9 		N:12
Desrochers     		Mean: 82.05 		Best: 949.9 		N:11
Smith          		Mean: 75.43 		Best: 948.74 		N:12
Tice           		Mean: 100.17 		Best: 931.65 		N:9
Anderson       		Mean: 90.52 		Best: 931.59 		N:10
Santana        		Mean: 128.4 		Best: 929.92 		N:7
Davis          		Mean: 75.15 		Best: 928.22 		N:12
Wilson         		Mean: 99.77 		Best: 910.78 		N:9
Mcclain        		Mean: 99.85 		Best: 902.95 		N:9
Allen          		Mean: 148.89 		Best: 899.0 		N:6

########## REPORT GEN: 188 ##########
SPECIES: 
Allen          		Mean: 100.32 		Best: 949.9 		N:9
Smith          		Mean: 100.49 		Best: 948.74 		N:9
Desrochers     		Mean: 75.24 		Best: 942.57 		N:12
Hope           		Mean: 81.84 		Best: 929.92 		N:11
Mcclain        		Mean: 112.52 		Best: 929.92 		N:8
Wilson         		Mean: 81.58 		Best: 910.78 		N:11
Anderson       		Mean: 81.21 		Best: 908.61 		N:11
Santana        		Mean: 81.41 		Best: 906.53 		N:11
Davis          		Mean: 149.44 		Best: 903.27 		N:6
Tice           		Mean: 177.66 		Best: 894.87 		N:5

########## REPORT GEN: 189 ##########
SPECIES: 
Santana        		Mean: 128.7 		Best: 949.9 		N:7
Wilson         		Mean: 100.38 		Best: 948.74 		N:9
Allen          		Mean: 112.17 		Best: 942.57 		N:8
Smith          		Mean: 150.73 		Best: 929.92 		N:6
Mcclain        		Mean: 74.53 		Best: 914.56 		N:12
Tice           		Mean: 98.81 		Best: 908.61 		N:9
Hope           		Mean: 111.77 		Best: 902.59 		N:8
Davis          		Mean: 99.1 		Best: 902.59 		N:9
Desrochers     		Mean: 111.23 		Best: 902.43 		N:8
Anderson       		Mean: 99.06 		Best: 901.55 		N:9

########## REPORT GEN: 190 ##########
SPECIES: 
Tice           		Mean: 82.29 		Best: 949.9 		N:11
Wilson         		Mean: 74.95 		Best: 948.74 		N:12
Smith          		Mean: 99.21 		Best: 929.92 		N:9
Desrochers     		Mean: 89.52 		Best: 917.49 		N:10
Allen          		Mean: 111.46 		Best: 910.78 		N:8
Santana        		Mean: 99.62 		Best: 908.77 		N:9
Mcclain        		Mean: 89.43 		Best: 908.61 		N:10
Davis          		Mean: 149.15 		Best: 906.54 		N:6
Anderson       		Mean: 98.93 		Best: 903.18 		N:9
Hope           		Mean: 74.12 		Best: 901.52 		N:12

########## REPORT GEN: 191 ##########
SPECIES: 
Tice           		Mean: 68.89 		Best: 949.9 		N:13
Santana        		Mean: 64.08 		Best: 948.74 		N:14
Davis          		Mean: 89.33 		Best: 917.49 		N:10
Allen          		Mean: 89.14 		Best: 910.78 		N:10
Wilson         		Mean: 99.45 		Best: 908.77 		N:9
Hope           		Mean: 222.73 		Best: 908.61 		N:4
Anderson       		Mean: 89.1 		Best: 903.86 		N:10
Smith          		Mean: 126.97 		Best: 903.18 		N:7
Mcclain        		Mean: 127.98 		Best: 903.18 		N:7
Desrochers     		Mean: 99.14 		Best: 902.59 		N:9

########## REPORT GEN: 192 ##########
SPECIES: 
Santana        		Mean: 68.79 		Best: 949.9 		N:13
Anderson       		Mean: 112.3 		Best: 948.74 		N:8
Desrochers     		Mean: 223.34 		Best: 917.49 		N:4
Wilson         		Mean: 81.29 		Best: 914.39 		N:11
Tice           		Mean: 69.32 		Best: 910.78 		N:13
Allen          		Mean: 81.33 		Best: 908.61 		N:11
Davis          		Mean: 98.84 		Best: 905.36 		N:9
Mcclain        		Mean: 126.98 		Best: 904.18 		N:7
Hope           		Mean: 177.85 		Best: 902.55 		N:5
Smith          		Mean: 221.41 		Best: 886.84 		N:4

########## REPORT GEN: 193 ##########
SPECIES: 
Desrochers     		Mean: 150.93 		Best: 949.9 		N:6
Smith          		Mean: 150.01 		Best: 949.9 		N:6
Anderson       		Mean: 112.77 		Best: 948.74 		N:8
Allen          		Mean: 111.5 		Best: 917.49 		N:8
Hope           		Mean: 99.41 		Best: 914.39 		N:9
Santana        		Mean: 111.41 		Best: 908.61 		N:8
Davis          		Mean: 68.71 		Best: 908.61 		N:13
Mcclain        		Mean: 127.8 		Best: 906.6 		N:7
Tice           		Mean: 148.25 		Best: 900.75 		N:6
Wilson         		Mean: 147.45 		Best: 886.84 		N:6

########## REPORT GEN: 194 ##########
SPECIES: 
Hope           		Mean: 90.18 		Best: 949.9 		N:10
Tice           		Mean: 74.27 		Best: 949.9 		N:12
Santana        		Mean: 63.91 		Best: 941.53 		N:14
Anderson       		Mean: 127.88 		Best: 917.49 		N:7
Desrochers     		Mean: 55.68 		Best: 917.01 		N:16
Mcclain        		Mean: 99.4 		Best: 917.01 		N:9
Wilson         		Mean: 98.93 		Best: 917.01 		N:9
Smith          		Mean: 99.42 		Best: 910.85 		N:9
Allen          		Mean: 111.45 		Best: 908.61 		N:8
Davis          		Mean: 177.68 		Best: 903.18 		N:5

########## REPORT GEN: 195 ##########
SPECIES: 
Desrochers     		Mean: 180.54 		Best: 949.9 		N:5
Davis          		Mean: 99.77 		Best: 949.9 		N:9
Smith          		Mean: 89.99 		Best: 941.53 		N:10
Mcclain        		Mean: 68.71 		Best: 923.78 		N:13
Hope           		Mean: 127.83 		Best: 917.01 		N:7
Tice           		Mean: 90.02 		Best: 917.01 		N:10
Wilson         		Mean: 81.2 		Best: 910.85 		N:11
Santana        		Mean: 150.31 		Best: 908.61 		N:6
Anderson       		Mean: 88.92 		Best: 908.31 		N:10
Allen          		Mean: 88.43 		Best: 885.86 		N:10

########## REPORT GEN: 196 ##########
SPECIES: 
Davis          		Mean: 111.77 		Best: 949.98 		N:8
Smith          		Mean: 82.48 		Best: 949.9 		N:11
Mcclain        		Mean: 64.14 		Best: 949.9 		N:14
Santana        		Mean: 99.23 		Best: 923.78 		N:9
Hope           		Mean: 99.17 		Best: 917.01 		N:9
Anderson       		Mean: 89.27 		Best: 910.85 		N:10
Wilson         		Mean: 127.65 		Best: 906.97 		N:7
Allen          		Mean: 127.59 		Best: 906.2 		N:7
Desrochers     		Mean: 147.75 		Best: 898.08 		N:6
Tice           		Mean: 110.7 		Best: 897.84 		N:8

########## REPORT GEN: 197 ##########
SPECIES: 
Davis          		Mean: 90.07 		Best: 949.98 		N:10
Mcclain        		Mean: 81.64 		Best: 949.9 		N:11
Santana        		Mean: 99.48 		Best: 949.9 		N:9
Allen          		Mean: 59.64 		Best: 949.9 		N:15
Tice           		Mean: 99.56 		Best: 941.53 		N:9
Hope           		Mean: 74.34 		Best: 911.33 		N:12
Desrochers     		Mean: 126.82 		Best: 909.45 		N:7
Smith          		Mean: 74.0 		Best: 906.2 		N:12
Wilson         		Mean: 299.03 		Best: 903.63 		N:3
Anderson       		Mean: 111.38 		Best: 903.18 		N:8

########## REPORT GEN: 198 ##########
SPECIES: 
Hope           		Mean: 179.62 		Best: 949.98 		N:5
Wilson         		Mean: 101.44 		Best: 949.9 		N:9
Anderson       		Mean: 89.96 		Best: 949.9 		N:10
Tice           		Mean: 68.69 		Best: 921.88 		N:13
Davis          		Mean: 178.8 		Best: 911.33 		N:5
Santana        		Mean: 111.78 		Best: 908.31 		N:8
Allen          		Mean: 127.91 		Best: 908.31 		N:7
Smith          		Mean: 110.86 		Best: 906.2 		N:8
Desrochers     		Mean: 98.8 		Best: 903.18 		N:9
Mcclain        		Mean: 442.66 		Best: 886.84 		N:2

########## REPORT GEN: 199 ##########
SPECIES: 
Anderson       		Mean: 150.52 		Best: 949.98 		N:6
Hope           		Mean: 111.91 		Best: 949.9 		N:8
Desrochers     		Mean: 81.57 		Best: 949.9 		N:11
Smith          		Mean: 112.22 		Best: 940.01 		N:8
Davis          		Mean: 223.35 		Best: 921.88 		N:4
Tice           		Mean: 225.6 		Best: 911.33 		N:4
Wilson         		Mean: 111.9 		Best: 908.31 		N:8
Mcclain        		Mean: 89.47 		Best: 908.31 		N:10
Santana        		Mean: 223.43 		Best: 903.75 		N:4
Allen          		Mean: 126.44 		Best: 892.94 		N:7

########## REPORT GEN: 200 ##########
SPECIES: 
Desrochers     		Mean: 113.3 		Best: 949.98 		N:8
Allen          		Mean: 114.15 		Best: 949.9 		N:8
Tice           		Mean: 128.45 		Best: 940.01 		N:7
Hope           		Mean: 112.13 		Best: 921.88 		N:8
Smith          		Mean: 99.86 		Best: 921.88 		N:9
Davis          		Mean: 226.22 		Best: 921.88 		N:4
Wilson         		Mean: 89.57 		Best: 909.22 		N:10
Anderson       		Mean: 127.96 		Best: 908.31 		N:7
Santana        		Mean: 149.61 		Best: 906.79 		N:6
Mcclain        		Mean: 110.98 		Best: 906.31 		N:8

