########## REPORT GEN: 2 ##########
SPECIES: 
Welch          		Mean: 85.79 		Best: 911.79 		N:11
Nichols        		Mean: 133.15 		Best: 942.06 		N:7
Mcquaid        		Mean: 463.56 		Best: 936.53 		N:2
Wahlstrom      		Mean: 307.95 		Best: 925.78 		N:3
Young          		Mean: 464.4 		Best: 925.78 		N:2
Campbell       		Mean: 92.03 		Best: 925.78 		N:10
Gerrity        		Mean: 183.47 		Best: 912.63 		N:5
Arnold         		Mean: 114.49 		Best: 912.63 		N:8
Bench          		Mean: 305.61 		Best: 911.79 		N:3
Heiliger       		Mean: 305.32 		Best: 911.79 		N:3
Hansen         		Mean: 131.19 		Best: 911.79 		N:7
Harvey         		Mean: 153.43 		Best: 911.79 		N:6
Rittenhouse    		Mean: 455.93 		Best: 911.19 		N:2
Minor          		Mean: 227.21 		Best: 911.19 		N:4
Mullins        		Mean: 227.99 		Best: 911.19 		N:4
Jackson        		Mean: 228.6 		Best: 910.66 		N:4
Rodriguez      		Mean: 114.46 		Best: 908.1 		N:8
Santiago       		Mean: 304.6 		Best: 905.72 		N:3
Peveler        		Mean: 453.7 		Best: 905.7 		N:2
Estes          		Mean: 457.7 		Best: 905.68 		N:2
Parks          		Mean: 454.62 		Best: 901.6 		N:2
Aponte         		Mean: 225.73 		Best: 900.64 		N:4

########## REPORT GEN: 20 ##########
SPECIES: 
Rudd           		Mean: 116.52 		Best: 942.06 		N:8
Mullins        		Mean: 77.52 		Best: 942.06 		N:12
Johnson        		Mean: 470.66 		Best: 942.06 		N:2
Mcquaid        		Mean: 231.59 		Best: 942.06 		N:4
Wahlstrom      		Mean: 101.83 		Best: 925.78 		N:9
Jackson        		Mean: 153.41 		Best: 925.78 		N:6
Santiago       		Mean: 153.29 		Best: 925.78 		N:6
Rittenhouse    		Mean: 305.06 		Best: 916.33 		N:3
Spann          		Mean: 130.66 		Best: 916.3 		N:7
Young          		Mean: 304.9 		Best: 911.79 		N:3
Heiliger       		Mean: 305.19 		Best: 911.79 		N:3
Hansen         		Mean: 456.53 		Best: 911.79 		N:2
Estes          		Mean: 304.97 		Best: 911.79 		N:3
Minor          		Mean: 75.91 		Best: 911.19 		N:12
Parks          		Mean: 152.75 		Best: 905.7 		N:6
Campbell       		Mean: 101.57 		Best: 905.68 		N:9
Thompson       		Mean: 228.52 		Best: 905.63 		N:4
Rodriguez      		Mean: 452.92 		Best: 901.11 		N:2
Arnold         		Mean: 450.19 		Best: 900.38 		N:2
Aponte         		Mean: 301.23 		Best: 901.79 		N:3

########## REPORT GEN: 21 ##########
SPECIES: 
Rudd           		Mean: 115.62 		Best: 942.06 		N:8
Parks          		Mean: 103.11 		Best: 942.06 		N:9
Thompson       		Mean: 92.63 		Best: 942.06 		N:10
Mcquaid        		Mean: 311.37 		Best: 942.06 		N:3
Young          		Mean: 153.55 		Best: 942.06 		N:6
Johnson        		Mean: 307.72 		Best: 936.53 		N:3
Wahlstrom      		Mean: 183.65 		Best: 928.72 		N:5
Rittenhouse    		Mean: 228.43 		Best: 916.33 		N:4
Santiago       		Mean: 305.21 		Best: 916.3 		N:3
Mullins        		Mean: 152.53 		Best: 911.79 		N:6
Bench          		Mean: 305.1 		Best: 911.79 		N:3
Heiliger       		Mean: 304.89 		Best: 911.79 		N:3
Campbell       		Mean: 458.3 		Best: 911.79 		N:2
Harvey         		Mean: 456.91 		Best: 911.79 		N:2
Rodriguez      		Mean: 152.3 		Best: 911.79 		N:6
Spann          		Mean: 456.09 		Best: 910.73 		N:2
Hansen         		Mean: 304.59 		Best: 905.88 		N:3
Nichols        		Mean: 183.15 		Best: 911.79 		N:5
Minor          		Mean: 180.41 		Best: 901.79 		N:5
Arnold         		Mean: 226.5 		Best: 901.74 		N:4
Estes          		Mean: 454.18 		Best: 900.51 		N:2
Aponte         		Mean: 225.3 		Best: 900.37 		N:4

########## REPORT GEN: 22 ##########
SPECIES: 
Young          		Mean: 93.49 		Best: 942.06 		N:10
Johnson        		Mean: 92.03 		Best: 942.06 		N:10
Nichols        		Mean: 185.6 		Best: 942.06 		N:5
Jackson        		Mean: 132.24 		Best: 942.06 		N:7
Mcquaid        		Mean: 114.89 		Best: 942.06 		N:8
Thompson       		Mean: 304.9 		Best: 928.72 		N:3
Rittenhouse    		Mean: 228.75 		Best: 916.33 		N:4
Minor          		Mean: 151.86 		Best: 916.33 		N:6
Parks          		Mean: 182.9 		Best: 916.3 		N:5
Mullins        		Mean: 114.4 		Best: 911.79 		N:8
Bench          		Mean: 228.78 		Best: 911.79 		N:4
Heiliger       		Mean: 229.12 		Best: 911.79 		N:4
Hansen         		Mean: 305.27 		Best: 911.79 		N:3
Peveler        		Mean: 228.56 		Best: 911.79 		N:4
Santiago       		Mean: 456.33 		Best: 910.73 		N:2
Estes          		Mean: 152.42 		Best: 910.73 		N:6
Rudd           		Mean: 304.14 		Best: 905.88 		N:3
Harvey         		Mean: 453.71 		Best: 904.32 		N:2
Arnold         		Mean: 454.4 		Best: 903.62 		N:2
Spann          		Mean: 451.41 		Best: 902.16 		N:2
Aponte         		Mean: 180.81 		Best: 901.79 		N:5
Campbell       		Mean: 303.5 		Best: 901.17 		N:3
Rodriguez      		Mean: 225.42 		Best: 900.88 		N:4
Wahlstrom      		Mean: 302.3 		Best: 901.18 		N:3

########## REPORT GEN: 23 ##########
SPECIES: 
Rudd           		Mean: 102.66 		Best: 942.06 		N:9
Harvey         		Mean: 153.5 		Best: 942.06 		N:6
Spann          		Mean: 102.29 		Best: 942.06 		N:9
Wahlstrom      		Mean: 153.66 		Best: 942.06 		N:6
Santiago       		Mean: 153.5 		Best: 942.06 		N:6
Arnold         		Mean: 76.56 		Best: 942.06 		N:12
Johnson        		Mean: 307.06 		Best: 932.06 		N:3
Thompson       		Mean: 182.81 		Best: 928.72 		N:5
Nichols        		Mean: 101.59 		Best: 928.61 		N:9
Rittenhouse    		Mean: 183.25 		Best: 916.33 		N:5
Mcquaid        		Mean: 101.73 		Best: 911.79 		N:9
Bench          		Mean: 455.03 		Best: 911.79 		N:2
Heiliger       		Mean: 114.48 		Best: 911.79 		N:8
Parks          		Mean: 455.44 		Best: 910.73 		N:2
Peveler        		Mean: 182.58 		Best: 909.09 		N:5
Estes          		Mean: 152.32 		Best: 905.88 		N:6
Mullins        		Mean: 454.52 		Best: 904.32 		N:2
Aponte         		Mean: 150.45 		Best: 901.79 		N:6
Minor          		Mean: 90.74 		Best: 901.62 		N:10
Young          		Mean: 129.88 		Best: 901.6 		N:7
Campbell       		Mean: 454.2 		Best: 901.2 		N:2
Rodriguez      		Mean: 450.69 		Best: 900.72 		N:2

########## REPORT GEN: 24 ##########
SPECIES: 
Rudd           		Mean: 469.54 		Best: 942.06 		N:2
Johnson        		Mean: 114.97 		Best: 942.06 		N:8
Mullins        		Mean: 152.97 		Best: 942.06 		N:6
Spann          		Mean: 231.2 		Best: 942.06 		N:4
Campbell       		Mean: 132.35 		Best: 942.06 		N:7
Santiago       		Mean: 115.37 		Best: 932.06 		N:8
Rittenhouse    		Mean: 307.19 		Best: 928.61 		N:3
Mcquaid        		Mean: 183.44 		Best: 916.33 		N:5
Bench          		Mean: 228.59 		Best: 911.79 		N:4
Hansen         		Mean: 228.33 		Best: 911.79 		N:4
Peveler        		Mean: 457.03 		Best: 911.79 		N:2
Rodriguez      		Mean: 304.72 		Best: 911.79 		N:3
Heiliger       		Mean: 152.11 		Best: 909.09 		N:6
Arnold         		Mean: 101.41 		Best: 905.88 		N:9
Thompson       		Mean: 454.54 		Best: 905.08 		N:2
Harvey         		Mean: 130.27 		Best: 904.89 		N:7
Jackson        		Mean: 226.65 		Best: 901.62 		N:4
Nichols        		Mean: 453.48 		Best: 901.43 		N:2
Wahlstrom      		Mean: 454.07 		Best: 901.2 		N:2
Young          		Mean: 452.99 		Best: 901.11 		N:2
Estes          		Mean: 226.63 		Best: 900.92 		N:4
Minor          		Mean: 450.7 		Best: 900.37 		N:2
Aponte         		Mean: 300.51 		Best: 900.3 		N:3

########## REPORT GEN: 25 ##########
SPECIES: 
Hansen         		Mean: 76.63 		Best: 942.06 		N:12
Thompson       		Mean: 83.44 		Best: 942.06 		N:11
Jackson        		Mean: 232.78 		Best: 942.06 		N:4
Nichols        		Mean: 102.49 		Best: 942.06 		N:9
Young          		Mean: 185.11 		Best: 942.06 		N:5
Arnold         		Mean: 102.14 		Best: 942.06 		N:9
Wahlstrom      		Mean: 153.6 		Best: 942.06 		N:6
Spann          		Mean: 464.19 		Best: 942.06 		N:2
Rittenhouse    		Mean: 102.44 		Best: 928.61 		N:9
Santiago       		Mean: 305.69 		Best: 928.38 		N:3
Mullins        		Mean: 228.06 		Best: 916.33 		N:4
Bench          		Mean: 182.93 		Best: 911.79 		N:5
Heiliger       		Mean: 152.33 		Best: 911.79 		N:6
Peveler        		Mean: 303.98 		Best: 910.39 		N:3
Rodriguez      		Mean: 228.63 		Best: 909.09 		N:4
Campbell       		Mean: 228.36 		Best: 906.98 		N:4
Harvey         		Mean: 181.66 		Best: 904.32 		N:5
Minor          		Mean: 225.97 		Best: 901.25 		N:4
Estes          		Mean: 453.85 		Best: 900.53 		N:2
Mcquaid        		Mean: 300.42 		Best: 900.38 		N:3
Aponte         		Mean: 225.21 		Best: 900.3 		N:4

########## REPORT GEN: 26 ##########
SPECIES: 
Rudd           		Mean: 230.05 		Best: 942.06 		N:4
Jackson        		Mean: 232.38 		Best: 942.06 		N:4
Harvey         		Mean: 70.84 		Best: 942.06 		N:13
Nichols        		Mean: 131.71 		Best: 942.06 		N:7
Thompson       		Mean: 92.05 		Best: 942.06 		N:10
Bench          		Mean: 183.7 		Best: 942.06 		N:5
Spann          		Mean: 183.06 		Best: 928.97 		N:5
Arnold         		Mean: 460.99 		Best: 928.97 		N:2
Santiago       		Mean: 306.3 		Best: 928.97 		N:3
Rittenhouse    		Mean: 307.29 		Best: 928.61 		N:3
Young          		Mean: 131.17 		Best: 928.38 		N:7
Estes          		Mean: 113.83 		Best: 916.33 		N:8
Heiliger       		Mean: 113.99 		Best: 910.39 		N:8
Rodriguez      		Mean: 304.21 		Best: 909.09 		N:3
Peveler        		Mean: 303.89 		Best: 905.88 		N:3
Campbell       		Mean: 152.16 		Best: 905.88 		N:6
Johnson        		Mean: 455.88 		Best: 905.88 		N:2
Mcquaid        		Mean: 100.35 		Best: 901.25 		N:9
Hansen         		Mean: 303.11 		Best: 901.2 		N:3
Minor          		Mean: 300.41 		Best: 900.37 		N:3
Aponte         		Mean: 225.26 		Best: 900.37 		N:4
Mullins        		Mean: 180.38 		Best: 900.56 		N:5

########## REPORT GEN: 27 ##########
SPECIES: 
Santiago       		Mean: 92.78 		Best: 942.06 		N:10
Peveler        		Mean: 131.16 		Best: 942.06 		N:7
Campbell       		Mean: 153.17 		Best: 942.06 		N:6
Hansen         		Mean: 152.5 		Best: 942.06 		N:6
Johnson        		Mean: 91.81 		Best: 942.06 		N:10
Jackson        		Mean: 115.05 		Best: 935.53 		N:8
Rudd           		Mean: 130.58 		Best: 928.97 		N:7
Rittenhouse    		Mean: 153.22 		Best: 928.61 		N:6
Nichols        		Mean: 228.93 		Best: 923.37 		N:4
Minor          		Mean: 151.56 		Best: 916.33 		N:6
Heiliger       		Mean: 226.81 		Best: 905.88 		N:4
Harvey         		Mean: 130.31 		Best: 905.88 		N:7
Arnold         		Mean: 151.96 		Best: 905.88 		N:6
Young          		Mean: 453.53 		Best: 901.2 		N:2
Wahlstrom      		Mean: 113.35 		Best: 901.18 		N:8
Spann          		Mean: 452.98 		Best: 900.72 		N:2
Estes          		Mean: 150.38 		Best: 900.37 		N:6
Mullins        		Mean: 128.81 		Best: 900.37 		N:7
Aponte         		Mean: 150.22 		Best: 900.56 		N:6
Mcquaid        		Mean: 300.24 		Best: 900.27 		N:3

########## REPORT GEN: 28 ##########
SPECIES: 
Peveler        		Mean: 184.8 		Best: 942.06 		N:5
Hansen         		Mean: 114.44 		Best: 942.06 		N:8
Jackson        		Mean: 231.52 		Best: 942.06 		N:4
Nichols        		Mean: 102.12 		Best: 942.06 		N:9
Wahlstrom      		Mean: 101.9 		Best: 935.53 		N:9
Spann          		Mean: 305.01 		Best: 928.88 		N:3
Rittenhouse    		Mean: 230.14 		Best: 928.61 		N:4
Heiliger       		Mean: 228.16 		Best: 916.33 		N:4
Thompson       		Mean: 454.54 		Best: 909.09 		N:2
Rodriguez      		Mean: 454.12 		Best: 905.88 		N:2
Young          		Mean: 227.74 		Best: 905.88 		N:4
Aponte         		Mean: 180.78 		Best: 901.25 		N:5
Campbell       		Mean: 453.2 		Best: 901.2 		N:2
Arnold         		Mean: 181.95 		Best: 901.17 		N:5
Bench          		Mean: 151.04 		Best: 901.2 		N:6
Rudd           		Mean: 302.13 		Best: 901.11 		N:3
Santiago       		Mean: 453.32 		Best: 900.92 		N:2
Johnson        		Mean: 302.3 		Best: 901.11 		N:3
Estes          		Mean: 150.33 		Best: 900.54 		N:6
Mullins        		Mean: 225.57 		Best: 900.37 		N:4
Mcquaid        		Mean: 450.64 		Best: 900.3 		N:2
Minor          		Mean: 180.14 		Best: 900.27 		N:5

########## REPORT GEN: 29 ##########
SPECIES: 
Hansen         		Mean: 130.54 		Best: 942.06 		N:7
Nichols        		Mean: 310.78 		Best: 942.06 		N:3
Young          		Mean: 154.09 		Best: 942.06 		N:6
Rudd           		Mean: 131.11 		Best: 942.06 		N:7
Santiago       		Mean: 152.75 		Best: 942.06 		N:6
Campbell       		Mean: 183.53 		Best: 935.53 		N:5
Harvey         		Mean: 114.43 		Best: 928.88 		N:8
Aponte         		Mean: 65.16 		Best: 916.33 		N:14
Bench          		Mean: 114.56 		Best: 916.33 		N:8
Rodriguez      		Mean: 182.22 		Best: 909.09 		N:5
Spann          		Mean: 151.4 		Best: 905.88 		N:6
Arnold         		Mean: 227.79 		Best: 905.7 		N:4
Mullins        		Mean: 225.91 		Best: 901.25 		N:4
Johnson        		Mean: 151.05 		Best: 901.11 		N:6
Wahlstrom      		Mean: 302.79 		Best: 900.6 		N:3
Peveler        		Mean: 301.99 		Best: 900.53 		N:3
Jackson        		Mean: 300.58 		Best: 900.39 		N:3
Estes          		Mean: 300.78 		Best: 900.37 		N:3
Mcquaid        		Mean: 180.62 		Best: 900.37 		N:5
Minor          		Mean: 150.28 		Best: 900.54 		N:6

########## REPORT GEN: 30 ##########
SPECIES: 
Aponte         		Mean: 154.89 		Best: 942.06 		N:6
Spann          		Mean: 131.13 		Best: 942.06 		N:7
Johnson        		Mean: 183.26 		Best: 942.06 		N:5
Peveler        		Mean: 101.25 		Best: 942.06 		N:9
Jackson        		Mean: 131.51 		Best: 942.06 		N:7
Bench          		Mean: 307.79 		Best: 939.09 		N:3
Rittenhouse    		Mean: 184.4 		Best: 939.09 		N:5
Young          		Mean: 153.08 		Best: 935.53 		N:6
Nichols        		Mean: 455.01 		Best: 909.09 		N:2
Rodriguez      		Mean: 304.3 		Best: 909.09 		N:3
Arnold         		Mean: 82.65 		Best: 905.88 		N:11
Campbell       		Mean: 302.93 		Best: 905.88 		N:3
Harvey         		Mean: 151.83 		Best: 905.7 		N:6
Rudd           		Mean: 100.98 		Best: 901.45 		N:9
Santiago       		Mean: 181.48 		Best: 901.17 		N:5
Hansen         		Mean: 151.27 		Best: 900.55 		N:6
Wahlstrom      		Mean: 181.01 		Best: 901.11 		N:5
Minor          		Mean: 69.42 		Best: 900.37 		N:13
Estes          		Mean: 180.46 		Best: 900.54 		N:5
Mcquaid        		Mean: 300.45 		Best: 900.28 		N:3
Mullins        		Mean: 150.35 		Best: 900.3 		N:6

########## REPORT GEN: 31 ##########
SPECIES: 
Spann          		Mean: 130.56 		Best: 942.06 		N:7
Johnson        		Mean: 184.72 		Best: 942.06 		N:5
Arnold         		Mean: 153.61 		Best: 942.06 		N:6
Harvey         		Mean: 83.16 		Best: 942.06 		N:11
Hansen         		Mean: 114.73 		Best: 942.06 		N:8
Aponte         		Mean: 310.56 		Best: 939.09 		N:3
Bench          		Mean: 182.27 		Best: 939.09 		N:5
Rittenhouse    		Mean: 232.19 		Best: 939.09 		N:4
Campbell       		Mean: 91.28 		Best: 935.53 		N:10
Rodriguez      		Mean: 83.16 		Best: 921.65 		N:11
Nichols        		Mean: 454.88 		Best: 909.09 		N:2
Rudd           		Mean: 90.97 		Best: 905.72 		N:10
Minor          		Mean: 226.1 		Best: 901.67 		N:4
Santiago       		Mean: 113.55 		Best: 901.45 		N:8
Young          		Mean: 226.5 		Best: 901.11 		N:4
Peveler        		Mean: 90.53 		Best: 900.59 		N:10
Wahlstrom      		Mean: 150.86 		Best: 900.4 		N:6
Jackson        		Mean: 150.35 		Best: 900.38 		N:6
Mullins        		Mean: 100.24 		Best: 900.35 		N:9
Mcquaid        		Mean: 180.35 		Best: 900.34 		N:5
Estes          		Mean: 128.9 		Best: 900.36 		N:7

########## REPORT GEN: 32 ##########
SPECIES: 
Spann          		Mean: 115.49 		Best: 942.06 		N:8
Johnson        		Mean: 306.54 		Best: 942.06 		N:3
Harvey         		Mean: 113.74 		Best: 942.06 		N:8
Bench          		Mean: 115.17 		Best: 942.06 		N:8
Rudd           		Mean: 83.59 		Best: 942.06 		N:11
Peveler        		Mean: 114.83 		Best: 942.06 		N:8
Arnold         		Mean: 129.98 		Best: 939.09 		N:7
Young          		Mean: 183.02 		Best: 939.09 		N:5
Rittenhouse    		Mean: 231.45 		Best: 939.09 		N:4
Aponte         		Mean: 91.25 		Best: 927.59 		N:10
Nichols        		Mean: 182.45 		Best: 921.65 		N:5
Rodriguez      		Mean: 129.46 		Best: 905.72 		N:7
Mullins        		Mean: 113.13 		Best: 901.67 		N:8
Santiago       		Mean: 151.24 		Best: 901.17 		N:6
Minor          		Mean: 69.67 		Best: 901.11 		N:13
Hansen         		Mean: 150.98 		Best: 900.53 		N:6
Wahlstrom      		Mean: 181.0 		Best: 900.41 		N:5
Jackson        		Mean: 300.16 		Best: 900.4 		N:3
Campbell       		Mean: 150.83 		Best: 900.44 		N:6
Mcquaid        		Mean: 112.72 		Best: 900.36 		N:8
Estes          		Mean: 150.33 		Best: 900.36 		N:6

########## REPORT GEN: 33 ##########
SPECIES: 
Spann          		Mean: 153.05 		Best: 942.06 		N:6
Peveler        		Mean: 182.73 		Best: 942.06 		N:5
Rodriguez      		Mean: 101.03 		Best: 942.06 		N:9
Wahlstrom      		Mean: 308.22 		Best: 942.06 		N:3
Jackson        		Mean: 101.37 		Best: 942.06 		N:9
Campbell       		Mean: 56.97 		Best: 942.06 		N:16
Rudd           		Mean: 184.29 		Best: 939.09 		N:5
Bench          		Mean: 154.6 		Best: 939.09 		N:6
Aponte         		Mean: 131.29 		Best: 928.99 		N:7
Nichols        		Mean: 130.48 		Best: 921.65 		N:7
Santiago       		Mean: 60.71 		Best: 909.09 		N:15
Arnold         		Mean: 90.46 		Best: 901.11 		N:10
Hansen         		Mean: 150.79 		Best: 901.11 		N:6
Harvey         		Mean: 100.81 		Best: 900.72 		N:9
Young          		Mean: 113.01 		Best: 900.41 		N:8
Mullins        		Mean: 180.28 		Best: 900.38 		N:5
Johnson        		Mean: 82.05 		Best: 900.4 		N:11
Mcquaid        		Mean: 82.04 		Best: 900.37 		N:11
Minor          		Mean: 225.47 		Best: 900.33 		N:4
Estes          		Mean: 128.9 		Best: 900.53 		N:7

########## REPORT GEN: 34 ##########
SPECIES: 
Bench          		Mean: 182.21 		Best: 942.42 		N:5
Jackson        		Mean: 101.55 		Best: 942.06 		N:9
Campbell       		Mean: 90.87 		Best: 942.06 		N:10
Santiago       		Mean: 90.98 		Best: 942.06 		N:10
Harvey         		Mean: 130.49 		Best: 942.06 		N:7
Young          		Mean: 229.06 		Best: 942.06 		N:4
Johnson        		Mean: 115.4 		Best: 942.06 		N:8
Rudd           		Mean: 115.2 		Best: 939.09 		N:8
Aponte         		Mean: 309.23 		Best: 939.09 		N:3
Hansen         		Mean: 130.55 		Best: 939.09 		N:7
Rittenhouse    		Mean: 101.69 		Best: 928.99 		N:9
Spann          		Mean: 458.48 		Best: 923.46 		N:2
Nichols        		Mean: 229.03 		Best: 921.65 		N:4
Wahlstrom      		Mean: 91.18 		Best: 909.09 		N:10
Arnold         		Mean: 130.13 		Best: 909.09 		N:7
Rodriguez      		Mean: 181.1 		Best: 901.45 		N:5
Peveler        		Mean: 113.39 		Best: 901.11 		N:8
Mullins        		Mean: 128.91 		Best: 900.53 		N:7
Estes          		Mean: 180.28 		Best: 900.38 		N:5
Minor          		Mean: 150.78 		Best: 900.48 		N:6
Mcquaid        		Mean: 112.76 		Best: 900.3 		N:8

########## REPORT GEN: 35 ##########
SPECIES: 
Young          		Mean: 70.84 		Best: 942.06 		N:13
Johnson        		Mean: 75.89 		Best: 942.06 		N:12
Aponte         		Mean: 234.75 		Best: 942.42 		N:4
Rudd           		Mean: 101.8 		Best: 939.09 		N:9
Rittenhouse    		Mean: 114.73 		Best: 930.16 		N:8
Spann          		Mean: 129.82 		Best: 928.82 		N:7
Nichols        		Mean: 229.09 		Best: 921.65 		N:4
Wahlstrom      		Mean: 152.36 		Best: 921.65 		N:6
Bench          		Mean: 151.05 		Best: 908.51 		N:6
Harvey         		Mean: 226.5 		Best: 901.43 		N:4
Campbell       		Mean: 181.48 		Best: 901.11 		N:5
Minor          		Mean: 128.83 		Best: 900.53 		N:7
Estes          		Mean: 128.86 		Best: 900.48 		N:7
Santiago       		Mean: 150.51 		Best: 900.39 		N:6
Jackson        		Mean: 150.74 		Best: 900.39 		N:6
Arnold         		Mean: 90.28 		Best: 900.45 		N:10
Peveler        		Mean: 150.76 		Best: 900.36 		N:6
Rodriguez      		Mean: 100.3 		Best: 900.42 		N:9
Mullins        		Mean: 112.79 		Best: 900.37 		N:8
Mcquaid        		Mean: 180.38 		Best: 900.28 		N:5

########## REPORT GEN: 36 ##########
SPECIES: 
Rittenhouse    		Mean: 114.55 		Best: 942.42 		N:8
Bench          		Mean: 92.4 		Best: 942.42 		N:10
Harvey         		Mean: 114.55 		Best: 942.06 		N:8
Santiago       		Mean: 182.67 		Best: 942.06 		N:5
Jackson        		Mean: 82.98 		Best: 942.06 		N:11
Aponte         		Mean: 228.23 		Best: 939.09 		N:4
Peveler        		Mean: 130.35 		Best: 939.09 		N:7
Rudd           		Mean: 152.04 		Best: 930.16 		N:6
Spann          		Mean: 130.19 		Best: 928.99 		N:7
Wahlstrom      		Mean: 130.86 		Best: 928.65 		N:7
Nichols        		Mean: 183.54 		Best: 921.69 		N:5
Rodriguez      		Mean: 76.22 		Best: 921.65 		N:12
Young          		Mean: 300.86 		Best: 900.43 		N:3
Campbell       		Mean: 180.49 		Best: 900.4 		N:5
Johnson        		Mean: 129.05 		Best: 900.37 		N:7
Hansen         		Mean: 181.03 		Best: 900.38 		N:5
Arnold         		Mean: 451.17 		Best: 900.35 		N:2
Minor          		Mean: 112.75 		Best: 900.29 		N:8
Mullins        		Mean: 112.77 		Best: 900.53 		N:8
Mcquaid        		Mean: 150.45 		Best: 900.36 		N:6
Estes          		Mean: 112.79 		Best: 900.48 		N:8

########## REPORT GEN: 37 ##########
SPECIES: 
Peveler        		Mean: 102.16 		Best: 942.42 		N:9
Rudd           		Mean: 101.74 		Best: 942.42 		N:9
Harvey         		Mean: 113.77 		Best: 942.06 		N:8
Aponte         		Mean: 152.46 		Best: 942.06 		N:6
Campbell       		Mean: 463.68 		Best: 942.06 		N:2
Hansen         		Mean: 91.14 		Best: 942.06 		N:10
